model,condition,seed,DMS_id,MSA_Potts,Evo_Conservation,MSA_Conditioned,ESM_Masked,AR_PLM,xTrimoPGLM,Inverse_Folding,Struct_PLM,Struct_MSA_Hybrid,CNN_RNN
Qwen/Qwen3-14B,conflict_direct,0,PABP_YEAST_Melamed_2013,7.0,7.0,9.0,9.0,8.0,7.0,5.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,PAI1_HUMAN_Huttinger_2021,7.0,7.0,9.0,8.0,7.0,7.0,5.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,PA_I34A1_Wu_2015,3.0,6.0,7.0,2.0,5.0,5.0,4.0,5.0,6.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,PHOT_CHLRE_Chen_2023,6.0,7.0,9.0,9.0,8.0,7.0,4.0,8.0,10.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,PIN1_HUMAN_Tsuboyama_2023_1I6C,6.0,7.0,9.0,9.0,5.0,5.0,5.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,PITX2_HUMAN_Tsuboyama_2023_2L7M,9.0,9.0,10.0,9.0,7.0,6.0,3.0,10.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,PKN1_HUMAN_Tsuboyama_2023_1URF,4.0,7.0,9.0,9.0,6.0,6.0,3.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,POLG_CXB3N_Mattenberger_2021,5.0,8.0,8.0,6.0,6.0,7.0,3.0,6.0,9.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,POLG_DEN26_Suphatrakul_2023,3.0,7.0,8.0,2.0,4.0,6.0,3.0,5.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,POLG_HCVJF_Qi_2014,5.0,6.0,8.0,4.0,5.0,7.0,5.0,5.0,7.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,POLG_PESV_Tsuboyama_2023_2MXD,8.0,7.0,9.0,6.0,3.0,7.0,5.0,6.0,9.0,10.0
Qwen/Qwen3-14B,conflict_direct,0,PPARG_HUMAN_Majithia_2016,7.0,7.0,9.0,8.0,6.0,7.0,5.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,PPM1D_HUMAN_Miller_2022,7.0,8.0,9.0,8.0,7.0,8.0,5.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,PR40A_HUMAN_Tsuboyama_2023_1UZC,9.0,9.0,9.0,8.0,7.0,6.0,5.0,9.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,PRKN_HUMAN_Clausen_2023,9.0,8.0,9.0,8.0,7.0,8.0,5.0,8.0,10.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,PSAE_PICP2_Tsuboyama_2023_1PSE,7.0,8.0,8.0,9.0,6.0,8.0,5.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,PTEN_HUMAN_Matreyek_2021,8.0,8.0,9.0,9.0,4.0,5.0,5.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,PTEN_HUMAN_Mighell_2018,8.0,8.0,9.0,9.0,4.0,6.0,5.0,8.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,Q2N0S5_9HIV1_Haddox_2018,5.0,7.0,8.0,6.0,6.0,5.0,2.0,2.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,8.0,8.0,9.0,9.0,6.0,7.0,4.0,8.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,Q53Z42_HUMAN_McShan_2019_expression,8.0,8.0,9.0,9.0,6.0,7.0,4.0,8.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,Q59976_STRSQ_Romero_2015,8.0,8.0,10.0,8.0,8.0,8.0,4.0,9.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,Q6WV12_9MAXI_Somermeyer_2022,5.0,3.0,6.0,4.0,3.0,4.0,3.0,7.0,8.0,2.0
Qwen/Qwen3-14B,conflict_direct,0,Q837P4_ENTFA_Meier_2023,8.0,8.0,9.0,8.0,5.0,7.0,4.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,Q837P5_ENTFA_Meier_2023,7.0,7.0,9.0,8.0,5.0,7.0,4.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,Q8WTC7_9CNID_Somermeyer_2022,6.0,4.0,7.0,3.0,7.0,5.0,5.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,R1AB_SARS2_Flynn_2022,3.0,4.0,8.0,2.0,3.0,5.0,4.0,5.0,9.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,RAD_ANTMA_Tsuboyama_2023_2CJJ,7.0,7.0,9.0,9.0,7.0,8.0,4.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RAF1_HUMAN_Zinkus-Boltz_2019,7.0,8.0,9.0,8.0,6.0,7.0,5.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RASH_HUMAN_Bandaru_2017,8.0,8.0,10.0,9.0,7.0,7.0,5.0,9.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,RASK_HUMAN_Weng_2022_abundance,8.0,8.0,10.0,9.0,7.0,8.0,5.0,10.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,RASK_HUMAN_Weng_2022_binding-DARPin_K55,8.0,8.0,10.0,9.0,7.0,8.0,4.0,9.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,RBP1_HUMAN_Tsuboyama_2023_2KWH,6.0,8.0,9.0,9.0,4.0,7.0,5.0,8.0,10.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RCD1_ARATH_Tsuboyama_2023_5OAO,8.0,8.0,9.0,9.0,4.0,7.0,7.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RCRO_LAMBD_Tsuboyama_2023_1ORC,8.0,9.0,9.0,8.0,4.0,7.0,5.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RD23A_HUMAN_Tsuboyama_2023_1IFY,7.0,8.0,9.0,8.0,6.0,7.0,6.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RDRP_I33A0_Li_2023,4.0,7.0,7.0,3.0,5.0,6.0,2.0,5.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,REV_HV1H2_Fernandes_2016,8.0,7.0,9.0,8.0,6.0,7.0,3.0,7.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,RFAH_ECOLI_Tsuboyama_2023_2LCL,8.0,8.0,9.0,9.0,6.0,5.0,3.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RL20_AQUAE_Tsuboyama_2023_1GYZ,9.0,9.0,8.0,10.0,7.0,6.0,5.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,RL40A_YEAST_Mavor_2016,7.0,7.0,9.0,8.0,6.0,5.0,3.0,7.0,6.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RL40A_YEAST_Roscoe_2013,7.0,7.0,9.0,8.0,6.0,5.0,3.0,7.0,6.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RL40A_YEAST_Roscoe_2014,7.0,7.0,9.0,8.0,6.0,5.0,4.0,7.0,6.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RNC_ECOLI_Weeks_2023,8.0,8.0,10.0,9.0,6.0,7.0,4.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,RPC1_BP434_Tsuboyama_2023_1R69,9.0,9.0,10.0,10.0,8.0,8.0,5.0,10.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,RPC1_LAMBD_Li_2019_high-expression,8.0,8.0,10.0,9.0,7.0,7.0,5.0,9.0,10.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,RPC1_LAMBD_Li_2019_low-expression,7.0,7.0,9.0,9.0,6.0,6.0,5.0,8.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,RS15_GEOSE_Tsuboyama_2023_1A32,9.0,8.0,10.0,8.0,6.0,7.0,4.0,7.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,S22A1_HUMAN_Yee_2023_abundance,7.0,7.0,9.0,9.0,6.0,8.0,4.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,S22A1_HUMAN_Yee_2023_activity,8.0,8.0,10.0,9.0,7.0,8.0,4.0,9.0,10.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,SAV1_MOUSE_Tsuboyama_2023_2YSB,7.0,8.0,8.0,9.0,6.0,6.0,4.0,9.0,10.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,SBI_STAAM_Tsuboyama_2023_2JVG,5.0,6.0,7.0,7.0,5.0,5.0,4.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,SC6A4_HUMAN_Young_2021,7.0,7.0,9.0,8.0,6.0,7.0,4.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,SCIN_STAAR_Tsuboyama_2023_2QFF,7.0,6.0,8.0,7.0,6.0,6.0,5.0,8.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,SCN5A_HUMAN_Glazer_2019,9.0,8.0,8.0,7.0,5.0,3.0,1.0,9.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,SDA_BACSU_Tsuboyama_2023_1PV0,9.0,9.0,9.0,9.0,4.0,7.0,8.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,SERC_HUMAN_Xie_2023,8.0,8.0,10.0,9.0,8.0,8.0,5.0,9.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,SHOC2_HUMAN_Kwon_2022,8.0,7.0,9.0,9.0,7.0,8.0,5.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,SOX30_HUMAN_Tsuboyama_2023_7JJK,8.0,8.0,9.0,9.0,7.0,5.0,5.0,9.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,SPA_STAAU_Tsuboyama_2023_1LP1,8.0,7.0,8.0,4.0,6.0,7.0,5.0,9.0,7.0,9.0
Qwen/Qwen3-14B,conflict_direct,0,SPG1_STRSG_Olson_2014,2.0,3.0,6.0,8.0,7.0,6.0,4.0,7.0,5.0,1.0
Qwen/Qwen3-14B,conflict_direct,0,SPG1_STRSG_Wu_2016,5.0,6.0,9.0,9.0,7.0,7.0,4.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,SPG2_STRSG_Tsuboyama_2023_5UBS,7.0,7.0,9.0,9.0,8.0,5.0,7.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,SPIKE_SARS2_Starr_2020_binding,5.0,6.0,7.0,3.0,4.0,5.0,5.0,7.0,6.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,SPIKE_SARS2_Starr_2020_expression,5.0,6.0,7.0,3.0,4.0,5.0,5.0,7.0,6.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,SPTN1_CHICK_Tsuboyama_2023_1TUD,9.0,7.0,10.0,9.0,8.0,5.0,5.0,7.0,10.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,SQSTM_MOUSE_Tsuboyama_2023_2RRU,7.0,7.0,9.0,9.0,5.0,6.0,5.0,9.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,SR43C_ARATH_Tsuboyama_2023_2N88,9.0,9.0,10.0,10.0,6.0,7.0,4.0,9.0,10.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,SRBS1_HUMAN_Tsuboyama_2023_2O2W,9.0,9.0,10.0,9.0,8.0,7.0,5.0,9.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,SRC_HUMAN_Ahler_2019,8.0,8.0,10.0,9.0,6.0,5.0,5.0,8.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,8.0,8.0,10.0,9.0,6.0,5.0,5.0,8.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,SRC_HUMAN_Nguyen_2022,8.0,8.0,10.0,9.0,6.0,5.0,4.0,8.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,SUMO1_HUMAN_Weile_2017,7.0,8.0,9.0,9.0,7.0,7.0,5.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,SYUA_HUMAN_Newberry_2020,6.0,7.0,8.0,9.0,9.0,7.0,4.0,7.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,TADBP_HUMAN_Bolognesi_2019,7.0,5.0,8.0,7.0,8.0,8.0,4.0,6.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,TAT_HV1BR_Fernandes_2016,4.0,8.0,7.0,5.0,7.0,6.0,5.0,5.0,8.0,8.0
Qwen/Qwen3-14B,conflict_direct,0,TCRG1_MOUSE_Tsuboyama_2023_1E0L,6.0,7.0,8.0,9.0,5.0,6.0,4.0,9.0,9.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,THO1_YEAST_Tsuboyama_2023_2WQG,7.0,7.0,9.0,9.0,5.0,7.0,6.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,TNKS2_HUMAN_Tsuboyama_2023_5JRT,9.0,9.0,10.0,9.0,7.0,6.0,5.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,TPK1_HUMAN_Weile_2017,9.0,8.0,10.0,8.0,5.0,7.0,4.0,8.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,TPMT_HUMAN_Matreyek_2018,8.0,8.0,10.0,10.0,6.0,7.0,4.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,TPOR_HUMAN_Bridgford_2020,4.0,5.0,9.0,6.0,7.0,7.0,3.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,TRPC_SACS2_Chan_2017,8.0,8.0,10.0,9.0,7.0,6.0,4.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,TRPC_THEMA_Chan_2017,8.0,8.0,10.0,9.0,7.0,7.0,3.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,UBC9_HUMAN_Weile_2017,7.0,7.0,9.0,9.0,5.0,5.0,5.0,8.0,7.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,UBE4B_HUMAN_Tsuboyama_2023_3L1X,9.0,9.0,10.0,10.0,6.0,5.0,5.0,9.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,UBE4B_MOUSE_Starita_2013,7.0,7.0,9.0,8.0,5.0,5.0,3.0,7.0,7.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,UBR5_HUMAN_Tsuboyama_2023_1I2T,9.0,7.0,10.0,7.0,8.0,7.0,5.0,9.0,10.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,VG08_BPP22_Tsuboyama_2023_2GP8,3.0,5.0,7.0,8.0,7.0,6.0,6.0,9.0,9.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,VILI_CHICK_Tsuboyama_2023_1YU5,9.0,9.0,10.0,10.0,6.0,8.0,3.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,VKOR1_HUMAN_Chiasson_2020_abundance,7.0,7.0,9.0,9.0,6.0,7.0,4.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,VKOR1_HUMAN_Chiasson_2020_activity,7.0,7.0,9.0,9.0,5.0,6.0,4.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,VRPI_BPT7_Tsuboyama_2023_2WNM,3.0,5.0,6.0,8.0,4.0,6.0,5.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,YAIA_ECOLI_Tsuboyama_2023_2KVT,8.0,7.0,7.0,9.0,3.0,2.0,6.0,9.0,10.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,YAP1_HUMAN_Araya_2012,7.0,7.0,9.0,8.0,5.0,6.0,4.0,7.0,6.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,YNZC_BACSU_Tsuboyama_2023_2JVD,8.0,8.0,9.0,9.0,6.0,6.0,5.0,9.0,7.0,7.0
Qwen/Qwen3-14B,cot_only,0,A0A140D2T1_ZIKV_Sourisseau_2019,5.0,2.0,6.0,8.0,7.0,7.0,3.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,A0A192B1T2_9HIV1_Haddox_2018,8.0,3.0,7.0,9.0,8.0,6.0,2.0,3.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,A0A1I9GEU1_NEIME_Kennouche_2019,9.0,7.0,8.0,6.0,5.0,4.0,2.0,3.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,A0A247D711_LISMN_Stadelmann_2021,2.0,2.0,3.0,8.0,9.0,6.0,3.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,A0A2Z5U3Z0_9INFA_Doud_2016,2.0,1.0,2.0,8.0,9.0,7.0,3.0,4.0,5.0,0.0
Qwen/Qwen3-14B,cot_only,0,A0A2Z5U3Z0_9INFA_Wu_2014,2.0,1.0,2.0,8.0,7.0,6.0,1.0,2.0,3.0,0.0
Qwen/Qwen3-14B,cot_only,0,A4D664_9INFA_Soh_2019,8.0,3.0,7.0,9.0,9.0,7.0,4.0,5.0,6.0,1.0
Qwen/Qwen3-14B,cot_only,0,A4GRB6_PSEAI_Chen_2020,9.0,3.0,9.0,7.0,6.0,5.0,2.0,4.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,A4_HUMAN_Seuma_2022,2.0,2.0,3.0,8.0,9.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,AACC1_PSEAI_Dandage_2018,10.0,8.0,9.0,5.0,4.0,7.0,3.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,ACE2_HUMAN_Chan_2020,9.0,3.0,8.0,7.0,4.0,6.0,5.0,8.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,ADRB2_HUMAN_Jones_2020,9.0,4.0,8.0,7.0,5.0,6.0,3.0,5.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,AICDA_HUMAN_Gajula_2014_3cycles,7.0,3.0,6.0,5.0,5.0,4.0,9.0,8.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,AMFR_HUMAN_Tsuboyama_2023_4G3O,8.0,3.0,7.0,9.0,8.0,7.0,4.0,6.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,AMIE_PSEAE_Wrenbeck_2017,9.0,7.0,6.0,8.0,7.0,5.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,ANCSZ_Hobbs_2022,9.0,5.0,8.0,7.0,4.0,6.0,3.0,5.0,7.0,2.0
Qwen/Qwen3-14B,cot_only,0,ARGR_ECOLI_Tsuboyama_2023_1AOY,8.0,3.0,7.0,9.0,8.0,6.0,7.0,7.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,3.0,2.0,3.0,7.0,4.0,6.0,5.0,8.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,BBC1_YEAST_Tsuboyama_2023_1TG0,10.0,3.0,9.0,8.0,5.0,6.0,7.0,8.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,BCHB_CHLTE_Tsuboyama_2023_2KRU,9.0,3.0,8.0,7.0,6.0,7.0,5.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,BLAT_ECOLX_Deng_2012,10.0,6.0,9.0,8.0,5.0,7.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,BLAT_ECOLX_Firnberg_2014,10.0,6.0,9.0,8.0,5.0,7.0,3.0,2.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,BLAT_ECOLX_Jacquier_2013,10.0,5.0,9.0,7.0,6.0,5.0,2.0,3.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,BLAT_ECOLX_Stiffler_2015,10.0,8.0,9.0,7.0,4.0,6.0,2.0,3.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,BRCA1_HUMAN_Findlay_2018,2.0,2.0,2.0,9.0,9.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,BRCA2_HUMAN_Erwood_2022_HEK293T,2.0,2.0,3.0,9.0,8.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,C6KNH7_9INFA_Lee_2018,2.0,1.0,2.0,8.0,9.0,7.0,1.0,1.0,3.0,0.0
Qwen/Qwen3-14B,cot_only,0,CALM1_HUMAN_Weile_2017,10.0,8.0,9.0,7.0,6.0,7.0,4.0,5.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,CAPSD_AAV2S_Sinai_2021,2.0,5.0,2.0,7.0,4.0,6.0,2.0,2.0,2.0,1.0
Qwen/Qwen3-14B,cot_only,0,CAR11_HUMAN_Meitlis_2020_gof,2.0,2.0,3.0,9.0,8.0,7.0,3.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,CAR11_HUMAN_Meitlis_2020_lof,2.0,2.0,3.0,9.0,8.0,7.0,1.0,3.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,CAS9_STRP1_Spencer_2017_positive,7.0,3.0,8.0,5.0,4.0,6.0,9.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,CASP3_HUMAN_Roychowdhury_2020,10.0,3.0,9.0,7.0,6.0,5.0,2.0,8.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,CASP7_HUMAN_Roychowdhury_2020,9.0,4.0,8.0,7.0,7.0,6.0,5.0,8.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,CATR_CHLRE_Tsuboyama_2023_2AMI,9.0,5.0,8.0,7.0,6.0,7.0,4.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,CBPA2_HUMAN_Tsuboyama_2023_1O6X,9.0,4.0,8.0,7.0,7.0,6.0,10.0,8.0,7.0,2.0
Qwen/Qwen3-14B,cot_only,0,CBS_HUMAN_Sun_2020,9.0,3.0,8.0,7.0,5.0,6.0,2.0,3.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,CBX4_HUMAN_Tsuboyama_2023_2K28,9.0,4.0,9.0,8.0,8.0,7.0,9.0,9.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,CCDB_ECOLI_Adkar_2012,10.0,3.0,9.0,7.0,6.0,8.0,2.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,CCDB_ECOLI_Tripathi_2016,10.0,8.0,9.0,7.0,6.0,5.0,2.0,3.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,CCR5_HUMAN_Gill_2023,10.0,3.0,9.0,8.0,4.0,7.0,6.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,CD19_HUMAN_Klesmith_2019_FMC_singles,3.0,2.0,4.0,9.0,8.0,7.0,3.0,6.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,CP2C9_HUMAN_Amorosi_2021_abundance,10.0,3.0,9.0,8.0,7.0,8.0,2.0,5.0,6.0,1.0
Qwen/Qwen3-14B,cot_only,0,CP2C9_HUMAN_Amorosi_2021_activity,10.0,3.0,9.0,7.0,6.0,8.0,9.0,8.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,CSN4_MOUSE_Tsuboyama_2023_1UFM,9.0,5.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,CUE1_YEAST_Tsuboyama_2023_2MYX,7.0,4.0,8.0,9.0,8.0,6.0,5.0,7.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,D7PM05_CLYGR_Somermeyer_2022,2.0,2.0,3.0,8.0,9.0,6.0,1.0,1.0,2.0,1.0
Qwen/Qwen3-14B,cot_only,0,DLG4_HUMAN_Faure_2021,2.0,3.0,3.0,8.0,4.0,7.0,5.0,5.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,DLG4_RAT_McLaughlin_2012,2.0,2.0,3.0,9.0,8.0,5.0,1.0,4.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,DN7A_SACS2_Tsuboyama_2023_1JIC,7.0,3.0,6.0,5.0,4.0,5.0,2.0,3.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,DNJA1_HUMAN_Tsuboyama_2023_2LO1,10.0,3.0,9.0,8.0,6.0,7.0,8.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,10.0,3.0,9.0,8.0,6.0,7.0,8.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,DYR_ECOLI_Nguyen_2023,10.0,5.0,9.0,6.0,4.0,7.0,3.0,5.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,DYR_ECOLI_Thompson_2019,9.0,3.0,10.0,8.0,7.0,6.0,1.0,2.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,ENVZ_ECOLI_Ghose_2023,10.0,2.0,9.0,7.0,6.0,5.0,3.0,4.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,ENV_HV1B9_DuenasDecamp_2016,3.0,2.0,8.0,7.0,5.0,6.0,2.0,9.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,ENV_HV1BR_Haddox_2016,9.0,3.0,8.0,7.0,7.0,6.0,2.0,1.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,EPHB2_HUMAN_Tsuboyama_2023_1F0M,9.0,4.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,ERBB2_HUMAN_Elazar_2016,2.0,2.0,3.0,8.0,9.0,7.0,1.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,ESTA_BACSU_Nutschel_2020,10.0,2.0,9.0,4.0,3.0,5.0,6.0,8.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,F7YBW8_MESOW_Aakre_2015,9.0,7.0,9.0,5.0,4.0,6.0,1.0,3.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,F7YBW8_MESOW_Ding_2023,10.0,8.0,10.0,9.0,8.0,7.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,FECA_ECOLI_Tsuboyama_2023_2D1U,10.0,3.0,10.0,8.0,4.0,7.0,10.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,FKBP3_HUMAN_Tsuboyama_2023_2KFV,7.0,3.0,8.0,9.0,8.0,7.0,6.0,7.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,GAL4_YEAST_Kitzman_2015,7.0,6.0,8.0,5.0,3.0,4.0,2.0,2.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,GCN4_YEAST_Staller_2018,2.0,1.0,3.0,7.0,2.0,6.0,9.0,8.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,GDIA_HUMAN_Silverstein_2021,2.0,3.0,2.0,9.0,7.0,8.0,1.0,2.0,1.0,0.0
Qwen/Qwen3-14B,cot_only,0,GFP_AEQVI_Sarkisyan_2016,2.0,1.0,2.0,9.0,3.0,8.0,4.0,5.0,3.0,1.0
